ICRISAT accession identifier,Race,Plant height (cm)-postrainy,Plant height (cm)-rainy,Plant pigmentation,Basal tillers number,Nodal tillering,Midrib color,Days to flowering-postrainy,Days to flowering-rainy,Panicle exertion (cm),Panicle length (cm),Panicle width (cm),Panicle compactness and shape,Glume color,Glume covering,Seed color,Seed lustre,Seed subcoat,Seed size (mm),100 Seed weight (g),Endosperm texture,Thresability,Shoot fly-rainy,Shoot fly-postrainy,Downy mildew % (field),Downy mildew % (glasshouse),Stem borer,Anthracnose,Grain mold,Leaf blight,Midge,Headbug,Rust,Strigol control,Protein (%),Lysine (%),Remarks,Year of characterization,Temperature,Humidity,Rainfall
7701,Guinea-bicolor,240,460,Pigmented,2,Present,White,67,131,5,26,6,Semi-loose stiff branches,Black,Three-fourth grain covered,Light red,Lustrous,Absent,4,4,Partly corneous,Partly threshable,Suceptible,NULL,38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,87.87000275,NULL,NULL,NULL,NULL,26.4,85.3,148.7
7702,Guinea,260,500,Pigmented,2,Present,White,80,161,21,33,12,Loose stiff branches,Straw,Grain uncovered,White,Lustrous,Absent,4,4.63,Mostly corneous,Freely threshable,Suceptible,NULL,38,NULL,Resistant,NULL,NULL,2-5% leaf area damaged,NULL,NULL,NULL,100.1900024,NULL,NULL,NULL,NULL,26.7,85.6,148.8
7703,Guinea,280,400,Pigmented,2,Present,White,82,139,22,38,18,Loose stiff branches,Purple,Grain uncovered,Light red,Lustrous,Absent,4,4.16,Mostly corneous,Freely threshable,Suceptible,NULL,39,NULL,Moderately resistant,NULL,NULL,2-5% leaf area damaged,NULL,NULL,NULL,92.15000153,6.6,2.5,NULL,NULL,26.7,85.6,148.8
7704,Guinea,290,460,Pigmented,2,Present,White,82,139,28,29,11,Loose stiff branches,Brown,Grain uncovered,Light red,Lustrous,Absent,4,4.27,Mostly corneous,Freely threshable,Highly suceptible,NULL,90,NULL,Resistant,NULL,NULL,6-20% leaf area damaged,NULL,NULL,NULL,96.33000183,NULL,NULL,NULL,NULL,25.1,84.1,147.1
7705,Durra-caudatum,135,225,Pigmented,2,Present,White,54,75,7,14,6,Semi-compact elliptic,Brown,One-fourth grain covered,Reddish brown,Non-Lustrous,Present,4,3.69,Completely starchy,Freely threshable,Highly suceptible,NULL,76,NULL,Resistant,NULL,Considerable mold growth and 11-25% grain surface area molded,21-40% leaf area damaged,NULL,NULL,NULL,46.45999908,10.8,NULL,NULL,NULL,26.6,85.4,148.8
7706,Durra-caudatum,255,410,Pigmented,2,Present,White,76,134,31,31,10,Loose stiff branches,Purple,One-fourth grain covered,Light red,Lustrous,Absent,3.8,4.55,Partly corneous,Freely threshable,Suceptible,NULL,70,NULL,Resistant,NULL,NULL,6-20% leaf area damaged,NULL,NULL,NULL,68.76000214,NULL,NULL,NULL,NULL,24.9,83.9,146.9
7707,Guinea,310,450,Pigmented,2,Present,White,82,116,16,33,20,Loose drooping branches,Light red,Grain uncovered,Light red,Lustrous,Absent,4,3.73,Mostly starchy,Freely threshable,Suceptible,NULL,90,NULL,Resistant,NULL,NULL,6-20% leaf area damaged,NULL,NULL,NULL,88.61000061,NULL,NULL,NULL,NULL,23.8,82.8,145.9
7708,Guinea,320,520,Pigmented,2,Present,White,78,129,28,50,17,Loose drooping branches,Brown,Grain uncovered,White,Lustrous,Absent,4,3.9,Mostly corneous,Freely threshable,Suceptible,NULL,52,NULL,Resistant,NULL,NULL,6-20% leaf area damaged,NULL,NULL,6-20% leaf area damaged,88.79000092,8.5,2.3,NULL,NULL,23.8,82.8,145.9
7709,Guinea,260,400,Pigmented,3,Present,White,89,129,13,34,13,Semi-loose stiff branches,Black,One-fourth grain covered,Light red,Lustrous,Absent,4,4.25,Mostly corneous,Freely threshable,Highly suceptible,NULL,23,NULL,Resistant,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26.6,85.4,148.8
7711,Guinea,300,445,Pigmented,3,Present,White,88,152,15,54,14,Loose stiff branches,Red,One-fourth grain covered,Light red,Lustrous,Absent,3,3.8,Partly corneous,Freely threshable,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7712,Guinea,320,460,Pigmented,2,Present,White,80,141,9,36.5,16,Loose stiff branches,Straw,Grain uncovered,Grey,Non-Lustrous,Present,4,3.04,Partly corneous,Freely threshable,Suceptible,NULL,67,NULL,Resistant,NULL,NULL,6-20% leaf area damaged,NULL,NULL,NULL,83.87000275,NULL,NULL,NULL,NULL,23.8,82.8,145.9
