ICRISAT accession identifier,Plant height (cm),Plant width (cm),Plant pigmentation,Growth habit,Basal primary branches number,Apical primary branches number,Basal secondary branches number,Apical secondary branches number,Tertiary branches number,Days to flowering,Flowering duration,Flower color,Days to maturity,Pods per plant,Seeds per pod,Seed yield (Kg/ha),Seed color,Dots on seed coat,Seed shape,Seed surface,100 Seed weight (g),Protein (%),Wilt,Ascochyta blight,Colletotrichum blight,Botrytis grey mold,Pod borer,Year of Characterization,Temperature,Humidity,Rainfall
4012,51,48.7,Low anthocyanin,Semi-erect,2.7,2.3,2,4.3,NULL,64,45,Pink,110,43,1,1130,Black,Absent,Angular,Rough,10,19.3,Susceptible,NULL,Susceptible,NULL,NULL,NULL,NULL,NULL,NULL
4013,65,70.8,Low anthocyanin,Semi-spreading,3,4.2,5.4,2.4,0,57,23,Pink,99,27,1.5,1200,Black,Absent,Angular,Rough,10.5,21.78,Susceptible,NULL,Susceptible,NULL,NULL,2022 PR,36.4,68.1,896.4
4014,58,63.5,Low anthocyanin,Semi-spreading,5.6,5.2,3.6,3.8,0.2,58,27,Pink,103,60,1.5,520,Black,Absent,Angular,Rough,10.3,23.36,Susceptible,NULL,Susceptible,Moderately resistant,NULL,2022 PR,36.4,68.1,896.4
4015,47,45.3,Low anthocyanin,Semi-erect,2,1,4,6.3,7.3,75,36,Pink,138,41,1.4,780,Black,Absent,Angular,Rough,13,23.5,Susceptible,NULL,Susceptible,NULL,NULL,NULL,36.4,68.1,896.4
4016,52,54.7,Low anthocyanin,Semi-erect,1.3,3.7,1.3,1.3,NULL,58,41,Pink,110,43,1.2,1440,Black,Absent,Angular,Rough,10,21.2,Susceptible,NULL,Susceptible,NULL,NULL,NULL,36.4,68.1,896.4
4017,46,56.6,Low anthocyanin,Semi-spreading,4.8,5.8,7.6,5,0.2,64,20,Pink,105,45,1.1,1080,Black,Absent,Angular,Rough,9.4,17.45,Susceptible,NULL,Susceptible,NULL,NULL,2022 PR,36.4,68.1,896.4
4018,41,50.3,Low anthocyanin,Semi-spreading,2.7,NULL,2,1,NULL,80,31,Pink,117,11,1.4,440,Black,Absent,Angular,Rough,8,20.5,Susceptible,NULL,Susceptible,Tolerant,NULL,NULL,36.4,68.1,896.4
4019,49,53,Low anthocyanin,Semi-spreading,2.7,1.3,2.7,4.3,NULL,67,43,Pink,118,22,2,950,Black,Absent,Angular,Rough,10,18.9,Susceptible,NULL,Susceptible,NULL,NULL,NULL,NULL,NULL,NULL
4020,32,19.7,Low anthocyanin,Semi-spreading,2,1.3,1.7,1.7,3,74,34,Pink,140,32,1.4,670,Black,Absent,Angular,Rough,10,23,Susceptible,NULL,Susceptible,Moderately susceptible,NULL,NULL,NULL,NULL,NULL
4021,52,61.2,Low anthocyanin,Semi-spreading,2.6,4.4,3.8,5.6,0.2,61,27,Pink,108,43,1.3,920,Black,Absent,Angular,Rough,10.3,18.75,Susceptible,NULL,Susceptible,NULL,NULL,2022 PR,36.4,68.1,896.4
4022,45,39,Low anthocyanin,Semi-erect,2.7,2,3.3,5.3,4.3,77,34,Pink,137,55,1.4,690,Black,Absent,Angular,Rough,13,23.9,Susceptible,NULL,Susceptible,NULL,NULL,NULL,36.4,68.1,896.4
4023,44,53,Low anthocyanin,Semi-spreading,2.3,NULL,3,2,NULL,80,43,Pink,117,24,1.1,790,Black,Absent,Angular,Rough,11,21.4,Susceptible,NULL,Susceptible,NULL,NULL,NULL,36.4,68.1,896.4
4024,60,64.7,High anthocyanin,Semi-spreading,4,4.6,4,3.8,0,58,25,Pink,100,28,1.5,1010,Black,Absent,Angular,Rough,9.8,19.2,Susceptible,NULL,Susceptible,NULL,NULL,2022 PR,36.4,68.1,896.4
4025,45,54.7,Low anthocyanin,Semi-spreading,4.2,7,6,7.8,1.6,60,25,Pink,102,51,1.4,980,Black,Absent,Angular,Rough,11.1,22.85,Susceptible,NULL,Susceptible,NULL,NULL,2022 PR,NULL,NULL,NULL
4026,50,54.1,Low anthocyanin,Semi-spreading,2.6,5.4,3.6,2,0.2,59,20,Pink,95,43,1.6,750,Black,Absent,Angular,Rough,10.7,25.32,Susceptible,NULL,Susceptible,NULL,NULL,2022 PR,36.4,68.1,896.4
4027,41,37.7,Low anthocyanin,Semi-spreading,2.3,0.3,1,NULL,NULL,80,37,Pink,117,10,2,730,Black,Absent,Angular,Rough,9,22.1,Susceptible,NULL,Susceptible,NULL,NULL,NULL,36.4,68.1,896.4
4028,39,51.3,Low anthocyanin,Semi-spreading,3,NULL,3.3,4,NULL,67,39,Pink,112,36,1.1,1070,Yellow brown,Present,Angular,Rough,13,22,Susceptible,NULL,Susceptible,NULL,NULL,NULL,36.4,68.1,896.4
4029,50,58.3,Low anthocyanin,Semi-spreading,2.3,1,1.3,4.3,NULL,67,43,Pink,117,28,1.4,940,Black,Absent,Angular,Rough,9,17.9,Susceptible,NULL,Susceptible,NULL,NULL,NULL,36.4,68.1,896.4
4030,40,56.7,Low anthocyanin,Semi-spreading,2.3,NULL,3.7,1,NULL,80,28,Pink,116,19,1.1,600,Black,Absent,Angular,Rough,10,23.6,Susceptible,NULL,Susceptible,Moderately susceptible,NULL,NULL,36.4,68.1,896.4
4032,55,60.5,Low anthocyanin,Semi-spreading,3,5,4.6,2.8,0.2,57,22,Pink,95,24,1.5,600,Black,Absent,Angular,Rough,9.3,23.11,Susceptible,NULL,Susceptible,NULL,NULL,2022 PR,36.4,68.1,896.4
4033,53,63.5,Low anthocyanin,Semi-erect,4,6,4.2,3.4,0.2,63,27,Pink,110,39,1.6,570,Black,Absent,Angular,Rough,11.2,18.1,Susceptible,Moderately susceptible,Susceptible,Susceptible,NULL,2022 PR,36.4,68.1,896.4
4034,42,49.3,Low anthocyanin,Semi-spreading,2,NULL,1.7,1.7,NULL,80,29,Pink,118,12,1.7,640,Black,Absent,Angular,Rough,9,19.3,Susceptible,NULL,Susceptible,NULL,NULL,NULL,36.4,68.1,896.4
4035,42,58,Low anthocyanin,Semi-spreading,2.3,NULL,2,1.7,NULL,80,24,Pink,118,21,1.6,640,Black,Absent,Angular,Rough,9,19.6,Susceptible,NULL,Susceptible,NULL,NULL,NULL,36.4,68.1,896.4
4036,48,33,Low anthocyanin,Semi-erect,2.3,1.3,0.7,2.7,4.3,73,32,Pink,144,44,1.7,930,Black,Absent,Angular,Rough,12,21.9,Susceptible,NULL,Susceptible,NULL,NULL,NULL,NULL,NULL,NULL
4037,48,55.3,Low anthocyanin,Semi-spreading,2,NULL,2.3,3.7,NULL,61,44,Pink,114,25,1.5,990,Black,Absent,Angular,Rough,9,19.6,Susceptible,NULL,Susceptible,NULL,NULL,NULL,NULL,NULL,NULL
4038,38,31,Low anthocyanin,Semi-erect,2,2.7,4.3,2.3,2.7,62,44,Pink,147,21,1.4,880,Black,Absent,Angular,Rough,12,18.7,Susceptible,NULL,Susceptible,NULL,NULL,NULL,NULL,NULL,NULL
4039,52,56,Low anthocyanin,Semi-spreading,2.3,0.7,1.7,3,NULL,70,45,Pink,116,16,1.1,730,Black,Absent,Angular,Rough,10,18.3,Susceptible,NULL,Susceptible,NULL,NULL,NULL,36.4,68.1,896.4
4040,44,49,Low anthocyanin,Semi-erect,4.8,4.4,5.2,3.4,0.4,49,30,Pink,95,53,1.3,1150,Yellow brown ,Present,Angular,Rough,19.7,17.39,Moderately resistant,NULL,Susceptible,NULL,NULL,2022 PR,36.4,68.1,896.4
4041,43,46.3,Low anthocyanin,Semi-erect,3,NULL,3.7,2.3,NULL,51,28,Pink,115,28,1.1,960,Brown,Present,Angular,Rough,11,20.9,Susceptible,NULL,Susceptible,NULL,NULL,NULL,36.4,68.1,896.4
4042,41,52.2,Low anthocyanin,Semi-spreading,4.2,3.6,5,4.4,0.2,49,28,Pink,97,26,1.1,1280,Yellow brown ,Present,Angular,Rough,18.2,23.88,Susceptible,NULL,Susceptible,NULL,NULL,2022 PR,NULL,NULL,NULL
4043,40,42,Low anthocyanin,Semi-spreading,2.3,NULL,1.7,2.3,NULL,55,43,Pink,117,22,1.7,670,Black,Absent,Angular,Rough,7,18.4,Susceptible,NULL,Susceptible,NULL,NULL,NULL,NULL,NULL,NULL
4044,60,62.9,Low anthocyanin,Semi-spreading,3,4,7,4.6,0.2,58,21,Pink,95,74,1.2,1140,Black,Absent,Angular,Rough,9.4,16.94,Susceptible,NULL,Susceptible,NULL,NULL,2022 PR,36.4,68.1,896.4
4045,56,60.1,Low anthocyanin,Semi-spreading,3.8,4,6,3.6,0,63,28,Pink,110,23,1.1,690,Black,Absent,Angular,Rough,9.7,21.49,Susceptible,NULL,Susceptible,Moderately susceptible,NULL,2022 PR,36.4,68.1,896.4
4046,36,44,Low anthocyanin,Semi-spreading,3,NULL,2.3,3,NULL,73,36,Pink,114,27,1.2,1120,Brown,Present,Angular,Rough,10,20.1,Susceptible,NULL,Susceptible,NULL,NULL,NULL,36.4,68.1,896.4
4047,36,33,Low anthocyanin,Semi-erect,2,NULL,2.3,1.3,NULL,80,28,Pink,118,13,1.4,600,Brown,Present,Angular,Rough,12,23.9,Susceptible,NULL,Susceptible,NULL,NULL,NULL,36.4,68.1,896.4
4048,45,53,Low anthocyanin,Semi-spreading,2.3,NULL,1.7,4,NULL,73,41,Pink,117,27,1.3,650,Black,Absent,Angular,Rough,9,19.3,Susceptible,NULL,Susceptible,NULL,NULL,NULL,36.4,68.1,896.4
4049,46,46.3,Low anthocyanin,Semi-spreading,2,1,0.7,3.3,NULL,61,43,Pink,117,16,1.3,910,Black,Absent,Angular,Rough,9,17.1,Susceptible,NULL,Susceptible,NULL,NULL,NULL,36.4,68.1,896.4
4050,39,40.7,Low anthocyanin,Semi-spreading,2.7,NULL,2.7,2.3,NULL,67,44,Pink,117,27,1.4,960,Black,Absent,Angular,Rough,9,NULL,Susceptible,NULL,Susceptible,NULL,NULL,NULL,36.4,68.1,896.4
4051,43,57.1,Low anthocyanin,Semi-erect,4.6,6,5.4,4.6,0.2,60,25,Pink,103,37,1.3,1160,Yellow brown,Present,Angular,Rough,9.2,16.04,Susceptible,NULL,Susceptible,NULL,NULL,2022 PR,36.4,68.1,896.4
4052,43,61,Low anthocyanin,Semi-spreading,3,1,1.3,5,NULL,61,42,Pink,118,33,1.2,870,Black,Absent,Angular,Rough,10,19.5,Susceptible,NULL,Susceptible,NULL,NULL,NULL,NULL,NULL,NULL
4053,46,63,Low anthocyanin,Semi-spreading,3,0.3,1.7,2,NULL,67,43,Pink,118,22,1.5,840,Black,Absent,Angular,Rough,10,22.9,Susceptible,NULL,Susceptible,NULL,NULL,NULL,36.4,68.1,896.4
4054,51,58.9,Low anthocyanin,Semi-spreading,5,6,4.2,5.2,1,60,29,Pink,105,39,1.6,720,Black,Absent,Angular,Rough,9,19.63,Susceptible,NULL,Susceptible,NULL,NULL,2022 PR,36.4,68.1,896.4
4055,44,46.3,Low anthocyanin,Semi-spreading,2.3,1,2.3,2.3,NULL,59,39,Pink,113,26,1.6,880,Black,Absent,Angular,Rough,9,22.8,Susceptible,Susceptible,Susceptible,Tolerant,NULL,NULL,36.4,68.1,896.4
4056,37,41,Low anthocyanin,Semi-erect,1.7,0.3,2,4.7,3.7,71,35,Pink,128,60,1.4,1360,Brown,Present,Angular,Rough,11,21.8,Susceptible,NULL,Susceptible,NULL,NULL,NULL,36.4,68.1,896.4
4057,57,58,Low anthocyanin,Semi-erect,4,4.4,6.6,3.4,0,58,28,Pink,103,70,1.6,740,Black,Absent,Angular,Rough,9.8,18.76,Susceptible,NULL,Susceptible,NULL,NULL,2022 PR,36.4,68.1,896.4
4058,37,49.7,Low anthocyanin,Semi-spreading,2.3,NULL,2.3,1.3,NULL,73,55,Pink,117,13,1.5,660,Black,Absent,Angular,Rough,10,21.4,Susceptible,NULL,Susceptible,NULL,NULL,NULL,36.4,68.1,896.4
4059,37,50.3,Low anthocyanin,Semi-spreading,2.7,2,3,4.3,NULL,59,31,Pink,117,23,1.5,720,Black,Absent,Angular,Rough,9,21.4,Susceptible,NULL,Susceptible,NULL,NULL,NULL,36.4,68.1,896.4
4060,42,53.7,Low anthocyanin,Semi-spreading,3.3,0.3,3.3,4.7,NULL,61,39,Pink,118,35,1.9,600,Black,Absent,Angular,Rough,9,23,Susceptible,NULL,Susceptible,NULL,NULL,NULL,36.4,68.1,896.4
4061,33,41,Low anthocyanin,Semi-spreading,4.7,3,4,10,NULL,55,45,Pink,105,87,1.7,760,Dark brown,Absent,Angular,Rough,8,22.7,Susceptible,Moderately susceptible,Susceptible,Susceptible,NULL,NULL,36.4,68.1,896.4
4062,47,57,Low anthocyanin,Semi-spreading,2.3,2.3,NULL,2.3,NULL,58,32,Pink,110,33,1.1,1360,Black,Absent,Angular,Rough,9,18.9,Susceptible,NULL,Susceptible,NULL,NULL,NULL,NULL,NULL,NULL
4063,40,36,Low anthocyanin,Semi-erect,2.3,0.7,1.7,5.7,3,75,36,Pink,130,62,1.4,1110,Black,Absent,Angular,Rough,11,24.5,Susceptible,NULL,Susceptible,Susceptible,NULL,NULL,36.4,68.1,896.4
4064,45,42.7,Low anthocyanin,Semi-erect,2,2,3.3,6.7,4.3,62,36,Pink,123,56,1.6,1800,Black,Absent,Angular,Rough,11,23.5,Susceptible,NULL,Susceptible,NULL,NULL,NULL,36.4,68.1,896.4
4065,37,45.7,Low anthocyanin,Semi-spreading,3.3,NULL,3.3,0.7,NULL,80,34,Pink,115,33,1.2,580,Black,Absent,Angular,Rough,10,22.6,Susceptible,NULL,Susceptible,Tolerant,NULL,NULL,36.4,68.1,896.4
4066,34,42,Low anthocyanin,Semi-spreading,4,0.3,2,6.7,NULL,55,44,Pink,105,43,1.6,760,Brown,Present,Angular,Rough,7,18.4,Susceptible,Moderately susceptible,Susceptible,Susceptible,NULL,NULL,36.4,68.1,896.4
4068,46,51.7,Low anthocyanin,Semi-spreading,2.7,3.7,1.7,5.3,NULL,59,43,Pink,118,28,1.4,970,Black,Absent,Angular,Rough,11,NULL,Susceptible,NULL,Susceptible,NULL,NULL,NULL,36.4,68.1,896.4
4069,46,57,Low anthocyanin,Semi-spreading,5,5.2,4.4,4,0.2,67,28,Pink,112,56,1.3,800,Yellow brown,Present,Angular,Rough,11.3,16.15,Susceptible,NULL,Susceptible,NULL,NULL,2022 PR,36.4,68.1,896.4
4070,51,55.3,Low anthocyanin,Semi-erect,2.3,1,2.3,1,NULL,70,39,Pink,116,13,1.8,700,Black,Absent,Angular,Rough,10,25,Susceptible,NULL,Susceptible,NULL,NULL,NULL,36.4,68.1,896.4
4071,43,53.3,Low anthocyanin,Semi-erect,2.3,NULL,2.7,3,NULL,70,44,Pink,117,18,1.3,720,Black,Absent,Angular,Rough,10,26.2,Susceptible,NULL,Susceptible,NULL,NULL,NULL,36.4,68.1,896.4
4072,37,46,Low anthocyanin,Semi-spreading,2,1,1.7,3,NULL,61,34,Pink,113,15,1.2,800,Black,Absent,Angular,Rough,11,24.5,Susceptible,NULL,Susceptible,NULL,NULL,NULL,36.4,68.1,896.4
4073,45,50,Low anthocyanin,Semi-spreading,2.7,NULL,2,3.3,NULL,67,45,Pink,114,15,1.1,770,Black,Absent,Angular,Rough,11,24.9,Susceptible,NULL,Susceptible,NULL,NULL,NULL,36.4,68.1,896.4
4074,38,29.7,Low anthocyanin,Semi-spreading,2.7,0.3,3.7,7,3.7,69,39,Pink,123,165,1.1,1820,Brown,Present,Angular,Rough,11,22.9,Susceptible,Moderately susceptible,Susceptible,Tolerant,NULL,NULL,36.4,68.1,896.4
4075,35,35.7,Low anthocyanin,Semi-spreading,3,1,1.3,4,NULL,59,42,Pink,112,18,1.4,660,Dark brown,Present,Angular,Rough,7,17.2,Susceptible,Susceptible,Moderately susceptible,Tolerant,NULL,NULL,36.4,68.1,896.4
4076,30,29,Low anthocyanin,Semi-spreading,1.7,2.3,1,4,2,64,57,Pink,159,46,1.4,880,Black,Absent,Angular,Rough,10,19.2,Susceptible,NULL,Susceptible,NULL,NULL,NULL,36.4,68.1,896.4
4077,31,42.7,Low anthocyanin,Semi-spreading,3,1,2.7,4,NULL,67,44,Pink,112,62,1,780,Black,Absent,Angular,Rough,9,22.7,Susceptible,NULL,Susceptible,NULL,NULL,NULL,36.4,68.1,896.4
4078,59,63.7,Low anthocyanin,Semi-spreading,3.2,4.8,3.6,2.8,0.2,60,29,Pink,105,78,1.5,1330,Black,Absent,Angular ,Rough,9.9,19.93,NULL,NULL,NULL,NULL,NULL,2022 PR,36.4,68.1,896.4
4079,44,41,Low anthocyanin,Semi-erect,2.3,2,2,4,NULL,59,43,Pink,116,25,1.5,740,Black,Absent,Angular,Rough,10,20.7,Susceptible,NULL,Susceptible,NULL,NULL,NULL,NULL,NULL,NULL
4080,44,42.7,Low anthocyanin,Semi-erect,2.3,3.3,1.3,2.3,NULL,67,44,Pink,116,13,1.4,560,Black,Absent,Angular,Rough,10,23.9,Susceptible,NULL,Susceptible,NULL,NULL,NULL,36.4,68.1,896.4
4081,39,47,Low anthocyanin,Semi-erect,2,1.7,0.7,1.7,NULL,51,36,Pink,112,15,1.7,720,Black,Absent,Angular,Rough,9,18.7,Susceptible,NULL,Susceptible,NULL,NULL,NULL,NULL,NULL,NULL
4082,39,29.3,Low anthocyanin,Semi-erect,2.3,0.7,1,4.7,4.7,64,46,Pink,157,37,1.6,870,Black,Absent,Angular,Rough,11,17.6,Susceptible,NULL,Susceptible,NULL,NULL,NULL,36.4,68.1,896.4
4083,32,47.4,Low anthocyanin,Semi-spreading,5.6,6,8.6,4.8,1,61,29,Pink,110,29,1.4,300,Black,Absent,Angular,Rough,9.2,18.53,Susceptible,NULL,Susceptible,Moderately susceptible,NULL,2022 PR,36.4,68.1,896.4
4084,39,49.7,Low anthocyanin,Semi-erect,3,0.3,1.3,1.7,NULL,67,43,Pink,112,32,1.3,480,Black,Absent,Angular,Rough,10,20.3,Susceptible,NULL,Susceptible,NULL,NULL,NULL,NULL,NULL,NULL
4085,36,44.7,Low anthocyanin,Semi-erect,2.7,NULL,3.3,3.3,NULL,67,44,Pink,113,13,1.3,650,Black,Absent,Angular,Rough,10,23.1,Susceptible,NULL,Susceptible,NULL,NULL,NULL,36.4,68.1,896.4
4086,37,49.7,Low anthocyanin,Semi-erect,2.3,1.7,2.3,4.7,NULL,61,43,Pink,114,30,1.5,630,Black,Absent,Angular,Rough,10,17.9,Susceptible,NULL,Susceptible,NULL,NULL,NULL,36.4,68.1,896.4
4087,35,32.7,Low anthocyanin,Semi-spreading,2.3,1.3,3.7,5,1.7,77,34,Pink,126,37,1.2,1110,Black,Absent,Angular,Rough,12,23.3,Susceptible,NULL,Susceptible,NULL,NULL,NULL,36.4,68.1,896.4
4088,42,51.3,Low anthocyanin,Semi-erect,2.3,1.3,3.3,4,NULL,59,40,Pink,114,26,1.4,700,Black,Absent,Angular,Rough,10,18.1,Susceptible,Susceptible,Susceptible,Moderately susceptible,NULL,NULL,36.4,68.1,896.4
4089,42,34,Low anthocyanin,Semi-erect,2,0.7,0.3,5,3.7,65,54,Pink,159,35,1.4,830,Black,Absent,Angular,Rough,10,17.9,Susceptible,NULL,Susceptible,NULL,NULL,NULL,36.4,68.1,896.4
4090,35,31,Low anthocyanin,Semi-erect,4,NULL,6,1.3,NULL,80,21,Pink,113,38,1,480,Brown,Present,Angular,Rough,11,24.5,Susceptible,NULL,Moderately susceptible,NULL,NULL,NULL,36.4,68.1,896.4
4091,43,28.7,Low anthocyanin,Semi-erect,3.3,2.3,2,1,2.7,67,40,Pink,138,40,1.4,1360,Black,Absent,Angular,Rough,12,21.9,Susceptible,NULL,Susceptible,NULL,NULL,NULL,NULL,NULL,NULL
4092,25,26.3,Low anthocyanin,Semi-spreading,1.7,2.7,2,1.3,0.7,51,37,Pink,101,22,1.4,430,Brown,Present,Angular,Rough,9,23.1,Susceptible,Susceptible,Moderately susceptible,Susceptible,NULL,NULL,36.4,68.1,896.4
4093,43,42.7,Low anthocyanin,Semi-erect,1.3,3.7,2.3,4.7,1,71,33,Pink,123,23,1.4,1640,Brown,Present,Angular,Rough,11,23.7,Susceptible,NULL,Moderately susceptible,Moderately susceptible,NULL,NULL,36.4,68.1,896.4
4094,40,37.8,Low anthocyanin,Semi-erect,3.2,0.2,5.2,7.8,NULL,54,40,Pink,116,52,1.2,920,Black,Absent,Angular,Rough,12,23.2,Susceptible,NULL,NULL,NULL,NULL,NULL,36.4,68.1,896.4
4095,61,64.8,Low anthocyanin,Semi-erect,2.6,4.4,2.6,3.4,0.2,57,28,Pink,106,52,1.5,520,Black,Absent,Angular,Rough,9.8,19.91,Susceptible,NULL,Susceptible,NULL,NULL,2022 PR,36.4,68.1,896.4
4096,39,38.7,No anthocyanin,Semi-erect,3,1,1.3,2.3,NULL,70,24,Light pink,114,21,1.5,450,Brownish beige,Absent,Angular,Rough,14,19.5,Susceptible,NULL,Susceptible,NULL,NULL,NULL,36.4,68.1,896.4
4097,32,27,Low anthocyanin,Semi-erect,2,0.7,3,3,4.3,69,46,Pink,159,34,1.5,970,Black,Absent,Angular,Rough,11,17.3,Susceptible,NULL,Susceptible,NULL,NULL,NULL,36.4,68.1,896.4
4098,50,53.6,Low anthocyanin,Semi-erect,4,6.8,7.6,4.4,0.6,54,29,Pink,103,54,1.5,460,Black,Absent,Angular,Rough,9.3,19.92,Susceptible,NULL,Susceptible,NULL,NULL,2022 PR,NULL,NULL,NULL
4099,34,36,No anthocyanin,Semi-erect,2.7,NULL,1.3,NULL,NULL,51,21,Light pink,119,12,1,340,Brownish beige,Absent,Angular,Rough,16,18.7,Susceptible,NULL,Susceptible,NULL,NULL,NULL,36.4,68.1,896.4
4100,30,42.7,NO anthocyanin,Semi-spreading,2.7,NULL,1.7,0.7,NULL,51,23,Light pink,121,6,1,190,Brownish beige,Absent,Angular,Rough,24,22.5,Susceptible,NULL,Susceptible,NULL,NULL,NULL,36.4,68.1,896.4
4101,35,53,No anthocyanin,Semi-spreading,2.7,NULL,3,2,NULL,76,36,White,120,10,1.4,870,Beige,Absent,Owl's head,Smooth,16,20.4,Susceptible,Moderately susceptible,Susceptible,NULL,NULL,NULL,36.4,68.1,896.4
4102,59,62.4,Low anthocyanin,Semi-erect,3.6,5.2,4,4.6,1,60,25,Pink,104,66,1.5,530,Black,Absent,Angular,Rough,10.1,18.82,Susceptible,NULL,Susceptible,NULL,NULL,2022 PR,36.4,68.1,896.4
4104,47,36,Low anthocyanin,Semi-erect,2.7,2,0.3,2.7,5,74,34,Pink,127,49,1.4,890,Black,Absent,Angular,Rough,12,20,Susceptible,NULL,Susceptible,NULL,NULL,NULL,NULL,NULL,NULL
4105,45,52.6,Low anthocyanin,Semi-spreading,3.4,4.8,2.4,4.6,0,67,26,Pink,110,22,1.3,290,Black,Absent,Angular,Rough,9.8,18.23,Susceptible,NULL,Susceptible,NULL,NULL,2022 PR,36.4,68.1,896.4
4106,36,30,Low anthocyanin,Semi-erect,3,1,2.3,1.7,NULL,70,35,Pink,113,12,1.3,460,Brown,Present,Angular,Rough,18,26.1,Moderately resistant,NULL,Susceptible,NULL,NULL,NULL,36.4,68.1,896.4
4107,40,56,Low anthocyanin,Semi-spreading,3.3,0.7,4,1.7,NULL,65,28,Pink,112,43,1,1090,Black,Absent,Angular,Rough,11,18.7,Susceptible,Susceptible,Moderately susceptible,Moderately susceptible,NULL,NULL,36.4,68.1,896.4
4108,33,38,Low anthocyanin,Semi-erect,2.3,0.7,3.3,3.3,2.3,71,33,Pink,123,23,1.6,1180,Black,Absent,Angular,Rough,12,25.3,Susceptible,NULL,Susceptible,NULL,NULL,NULL,36.4,68.1,896.4
4109,36,46,Low anthocyanin,Semi-spreading,3,3,3,3,NULL,62,24,Pink,109,38,1.3,1670,Yellow,Present,Angular,Rough,12,20.1,Susceptible,NULL,Susceptible,NULL,NULL,NULL,36.4,68.1,896.4
4110,39,37.7,Low anthocyanin,Semi-erect,1.7,2.3,3,3.7,3,75,34,Pink,128,55,1.3,1200,Black,Absent,Angular,Rough,13,24.5,Susceptible,NULL,Susceptible,NULL,NULL,NULL,NULL,NULL,NULL
4111,35,35.7,Low anthocyanin,Semi-erect,1.7,1.7,1,3.7,NULL,57,36,Pink,129,20,1.3,400,Black,Absent,Angular,Rough,11,23.8,Susceptible,NULL,Susceptible,Susceptible,NULL,NULL,36.4,68.1,896.4
4112,49,48.6,Low anthocyanin,Semi-erect,2.8,3.4,3.6,5.8,NULL,51,43,Pink,108,60,1.4,1210,Black,Absent,Angular,Rough,13,23,Susceptible,NULL,Susceptible,Susceptible,NULL,NULL,NULL,NULL,NULL
4113,56,43.3,Low anthocyanin,Semi-erect,2,1.7,2.3,5,1.3,69,35,Pink,126,23,1.4,1470,Black,Absent,Angular,Rough,13,23,Susceptible,NULL,Susceptible,NULL,NULL,NULL,36.4,68.1,896.4
4114,36,34,Low anthocyanin,Semi-erect,2.7,0.3,3.7,5.7,5,67,37,Pink,123,52,1.3,1560,Brown,Present,Angular,Rough,12,22.1,Susceptible,NULL,Susceptible,NULL,NULL,NULL,36.4,68.1,896.4
4115,43,46,Low anthocyanin,Semi-spreading,2.7,2,4.3,5,NULL,62,27,Pink,111,20,1.4,930,Black,Absent,Angular,Rough,9,19.3,Susceptible,NULL,Susceptible,NULL,NULL,NULL,36.4,68.1,896.4
4116,46,53.3,Low anthocyanin,Semi-spreading,3,0.7,2,5.3,1,63,27,Pink,112,33,1.3,1000,Black,Absent,Angular,Rough,10,19.7,Susceptible,NULL,Susceptible,Moderately susceptible,NULL,NULL,36.4,68.1,896.4
4117,47,56.3,Low anthocyanin,Semi-spreading,2.3,3.7,1.3,4.3,NULL,60,44,Pink,112,25,1.3,1160,Black,Absent,Angular,Rough,10,18.9,Susceptible,NULL,Susceptible,NULL,NULL,NULL,36.4,68.1,896.4
4118,48,44.3,Low anthocyanin,Semi-spreading,2.3,0.3,2,1.3,0.3,70,39,Pink,112,28,1.2,800,Black,Absent,Angular,Rough,10,20.1,Susceptible,NULL,Susceptible,NULL,NULL,NULL,36.4,68.1,896.4
4119,45,50.3,Low anthocyanin,Semi-spreading,3.3,2,3,7,1,62,37,Pink,112,42,1.2,1110,Black,Absent,Angular,Rough,10,19.1,Susceptible,NULL,Susceptible,NULL,NULL,NULL,36.4,68.1,896.4
4120,40,50.3,Low anthocyanin,Semi-spreading,2,0.3,2.7,2.7,0.7,75,35,Pink,114,66,1.8,1040,Yellow brown,Present,Angular,Rough,11,20.1,Susceptible,NULL,Susceptible,NULL,NULL,NULL,36.4,68.1,896.4
4121,43,57.3,Low anthocyanin,Semi-spreading,2.7,3.7,2.3,3.3,1.7,62,26,Pink,112,38,1.4,1220,Black,Absent,Angular,Rough,10,20.1,Susceptible,NULL,Susceptible,NULL,NULL,NULL,36.4,68.1,896.4
4122,31,28.3,Low anthocyanin,Semi-erect,2.3,1.3,4.7,5.7,3.3,75,24,Pink,123,30,1.2,1560,Brown,Present,Angular,Rough,20,24.8,Moderately resistant,NULL,Susceptible,NULL,NULL,NULL,36.4,68.1,896.4
4123,37,51,Low anthocyanin,Semi-spreading,4.3,2.7,4.7,5.3,1,62,45,Pink,112,33,1.4,1040,Black,Absent,Angular,Rough,12,18.7,Susceptible,NULL,Susceptible,NULL,NULL,NULL,36.4,68.1,896.4
4124,33,49,Low anthocyanin,Semi-spreading,3.3,4.7,2.3,2.7,NULL,64,42,Pink,112,24,1.4,980,Black,Absent,Angular,Rough,10,18.5,Susceptible,NULL,Susceptible,NULL,NULL,NULL,36.4,68.1,896.4
4125,44,52,Low anthocyanin,Semi-spreading,2.3,3.7,1.3,2.7,NULL,63,40,Pink,114,34,1.2,910,Black,Absent,Angular,Rough,10,17.7,Susceptible,NULL,Susceptible,NULL,NULL,NULL,NULL,NULL,NULL
